Character,Line
Ben Wyatt,"A great job, but I think Leslie wants me to stay."
Ben Wyatt,What would you do?
Ron Swanson,"Well, I've never been one for meeting new people or doing new things or eating new types of food or traveling outside of southern Indiana."
Ron Swanson,"I've had the same haircut since 1978, and I've driven the same car since 1991."
Ron Swanson,I've used the same wooden comb for three decades.
Ron Swanson,I have one bowl.
Ron Swanson,I still get my milk delivered by horse.
Ben Wyatt,You do?
Ron Swanson,But you and Leslie like to hold hands and jump off of cliffs together into the great unknown.
Ron Swanson,You two have a good relationship.
Ron Swanson,"I don't personally know what that's like, but I'm given to understand that means you're going to land on your feet."
Ben Wyatt,So you really want things to just stay exactly the same?
Ben Wyatt,"But if Leslie wins, you get my old job, assistant city manager, right?"
Ron Swanson,Seems that way.
Ben Wyatt,Then good luck to the both of us.
Ben Wyatt,Heyuh!
Ben Wyatt,Hmm!
Perd Hapley,I have an update that contains new information.
Perd Hapley,"With 74% of the precincts reporting, Leslie Knope is now winning by 192 votes."
Jerry Gergich,"Oh, thank God."
Jerry Gergich,"Oh, lord, please, please."
Jerry Gergich,Let her win.
Jerry Gergich,"Please, lord."
Jerry Gergich,"Please, lord, let her win."
Jerry Gergich,Please let her win.
Leslie Knope,I'm just going to say this.
Leslie Knope,And I realize this after speaking with my best friend and relationship advisor Ann Perkins from the department of health.
Ben Wyatt,"Yes, I know Ann."
Leslie Knope,I don't want you to go to Washington.
Leslie Knope,"I know it's an amazing opportunity, but in just a few minutes, all this craziness is going to be over, and I just want to have dinner with you."
Leslie Knope,Like normal people.
Ben Wyatt,"Yeah, then I won't go."
Leslie Knope,Really?
Ben Wyatt,Yeah.
Ben Wyatt,Easy.
Ben Wyatt,"I mean, I was on the fence about it anyway."
Ben Wyatt,"Washington's really far away, and I don't know if I want to work with Jen."
Ben Wyatt,"I mean, this just seals the deal."
Ben Wyatt,I'll stay.
Leslie Knope,"Oh, thank God."
Leslie Knope,What a relief.
Ann Perkins,Guys.
Perd Hapley,"It's been neck in neck, too close to call all night, but now we're ready to make a call in the race for city council."
Perd Hapley,Bobby Newport
Leslie Knope,"Oh, no."
Perd Hapley,Scion of the Sweetums candy empire and amateur gokart champion has won the race.
Ben Wyatt,Why are you laughing?
Leslie Knope,Because my dream is dead.
Leslie Knope,"Oh, oh."
Leslie Knope,"Oh, [Bleep]."
Ben Wyatt,Recount!
Ben Wyatt,There's a recount.
Jennifer Barkley,"Oh, come on."
Jennifer Barkley,It's over.
Jennifer Barkley,Just concede.
Ben Wyatt,Newport won by 21 votes.
Ben Wyatt,That's well within the margin for a recount.
Jennifer Barkley,Please don't do this.
Jennifer Barkley,I really want to get out of here.
Jennifer Barkley,How about this why don't I make you guys a deal?
Leslie Knope,"Okay, there's no deal in the world that we would ever possibly "
Jennifer Barkley,I'll give you Joe Biden's home phone number.
Leslie Knope,"Now, hang on."
Leslie Knope,That's interesting.
Ben Wyatt,"No, no, you're not thinking clearly."
Ben Wyatt,Mr.
Ben Wyatt,"Commissioner, the recount has to start immediately."
Ben Wyatt,It's the law.
Ben Wyatt,Now I'm not leaving until you make the call.
Extra,"He's right, Ms."
Extra,Barkley.
Extra,It'll start right away.
Extra,Keep your phones on.
Jennifer Barkley,Terrence!
Jennifer Barkley,I just want to go home.
Tom Haverford,"Hey, any news?"
Ben Wyatt,"They said the recount could take two hours, but who knows."
Tom Haverford,"Man, this is stressful."
Tom Haverford,I picked the wrong week to do a juice cleanse.
Ben Wyatt,"Okay, I think Leslie should say something to the troops just to get everyone's spirits up."
Ben Wyatt,Where is she?
Ann Perkins,I don't know.
Ann Perkins,She's not answering her phone.
Ben Wyatt,What?
Ben Wyatt,No one knows where she is?
Ron Swanson,That's a nice chair.
Ron Swanson,"Corinthian leather, solid mahogany frame with what I believe are handcut mortise and tenon joints pinned with oak."
Leslie Knope,I was really looking forward to sitting in it.
Leslie Knope,Figured this might be my last chance.
Ron Swanson,You don't know that.
Leslie Knope,"Ron, for the last six months, my friends have worked so hard."
Leslie Knope,"Every five minute coffee break at work, every night, every weekend, every spare moment of their lives, they gave to me."
Leslie Knope,"If I lose, I'll never forgive myself."
Leslie Knope,You deserve to win.
Ron Swanson,We didn't volunteer to help you because we wanted to wrap ourselves in personal glory.
Ron Swanson,We did it because we care about you.
Ron Swanson,"You had a dream, and we wanted to support your dream."
Ron Swanson,That's what you do when you care about someone.
Ron Swanson,"You support them, win, lose, or draw."
Ron Swanson,Let's go back to the party.
Ron Swanson,You drive.
Ron Swanson,I've had 11 whiskeys.
Andy Dwyer,Okay.
Andy Dwyer,That's good on places to live.
Andy Dwyer,Let's go back to dream jobs.
Andy Dwyer,"If we had to start a new life, I have Detective, FBI agent, policeman, CIA agent."
Andy Dwyer,So we need more for you.
Andy Dwyer,Let's go.
April Ludgate,"Andy, I "
Andy Dwyer, It's fun.
Andy Dwyer,"I'm trying to help you take your mind off of this horrible mistake you made deleting all these files, probably the worst thing to ever happen in Parks and Rec history."
Andy Dwyer,"You will certainly get fired, and I'm trying to help."
April Ludgate,God.
Andy Dwyer,"So dream jobs, go."
Andy Dwyer,"Dream big, kid!"
April Ludgate,Fine.
April Ludgate,"Uh, dental hygienist who's also a medium, so I can clean people's teeth and tell them when they're going to die."
Andy Dwyer,That's brilliant.
Donna Meagle,Let's make this fast.
Donna Meagle,I almost made it with Councilman Howser before you interrupted us.
Donna Meagle,Which files did you delete?
April Ludgate,All of them.
April Ludgate,"I just put the stupid flash drive in, and then I tried to drag everything over, and"
Donna Meagle,Fixed it.
Andy Dwyer,What?
April Ludgate,What?
April Ludgate,How?
Donna Meagle,Jerry accidentally deletes things all the time.
Donna Meagle,"Ten years ago, I installed my own secret backup."
April Ludgate,"You saved us, Donna."
Donna Meagle,Oh.
April Ludgate,I love you.
Donna Meagle,Oh.
Donna Meagle,Okay.
Donna Meagle,"Bring it in, boy."
Ben Wyatt,There you are.
Ben Wyatt,Thank God.
Ben Wyatt,We're going to get the final results any minute.
Leslie Knope,I know.
Leslie Knope,Do you have both my speeches?
Ben Wyatt,Yes.
Ben Wyatt,You seem calmer than I expected you'd be.
Leslie Knope,I got you something.
Leslie Knope,Let me open it for you.
Leslie Knope,You have to go to Washington.
Ben Wyatt,I told you I'm turning it down.
Leslie Knope,I was being selfish.
Leslie Knope,You put your whole life on hold for me.
Leslie Knope,The very least I can do is try to return the favor.
Ben Wyatt,Are you sure about this?
Leslie Knope,We can make it work.
Leslie Knope,"I will visit you, then you come visit me."
Leslie Knope,And then I go visit you again.
Leslie Knope,And then we make out in the Lincoln bedroom And the Jefferson Memorial and the Supreme Court gallery.
Leslie Knope,We'll do it all over Washington.
Ben Wyatt,Thank you.
Ben Wyatt,Where did you get a Washington Monument figurine at midnight on a Tuesday?
Leslie Knope,From my office.
Leslie Knope,"I have, like, 50 of them."
Ben Wyatt,Right.
Ann Perkins,The recount's over.
Ann Perkins,They just called the race.
Leslie Knope,"Oh, God."
Ann Perkins,It's still 21 votes.
Ann Perkins,But you won.
Ann Perkins,"You won, Leslie."
Ann Perkins,You won by 21 votes.
Ann Perkins,It's confirmed.
Ann Perkins,It's over.
Ann Perkins,You won.
Leslie Knope,"That was really sneaky, Ann."
Ann Perkins,I know.
Ann Perkins,I couldn't resist.
Bobby Newport,"Honestly, I've never been more relieved in my entire life."
Jerry Gergich,I didn't ruin it.
Jerry Gergich,"I thought I ruined it, but I didn't ruin it."
Tom Haverford,You're kind of ruining it now.
Jennifer Barkley,Great.
Jennifer Barkley, That is great news.
Jennifer Barkley, I'm going to see you in D.C.
Ben Wyatt,"Yeah, I guess you will."
Jennifer Barkley,Yeah.
Jennifer Barkley," Oh, damn it."
Jennifer Barkley, Didn't get a chance to say good-bye to Chris.
Ann Perkins," Oh, he's just right over there."
Jennifer Barkley, Eh.
Jennifer Barkley, He seems really busy.
Jennifer Barkley," Anyway, would you tell him I said good-bye? Great! Thank you."
Jennifer Barkley, Sorry we didn't get a chance to meet.
Ann Perkins,I'm Ann.
Jennifer Barkley,That doesn't matter.
Jennifer Barkley, I'm leaving.
Chris Traeger," Congratulations, Mr."
Chris Traeger, Assistant City Manager.
Ron Swanson," I'm very grateful, Chris, but I think I'm going to turn down the job."
Chris Traeger, Really? Why?
Ron Swanson,I like where I am.
Jean-Ralphio Saperstein," Uh-oh, uh-oh."
Jean-Ralphio Saperstein, Did someone just talk about a job opening? Because guess who's got two thumbs and was just cleared from insurance fraud?
Jean-Ralphio Saperstein," This guy, you know?  Got off on a technicality  What's the gig? I'm in."
Chris Traeger, There's no job for you.
Jean-Ralphio Saperstein, Smart move.
Jean-Ralphio Saperstein, Go with your gut.
Jean-Ralphio Saperstein, All right? I'll talk to you guys soon.
Ben Wyatt," Your victory speech, Councilwoman Knope."
Leslie Knope," Some day, when I'm more emotionally stable, I want to read the concession speech you wrote for me."
Ben Wyatt, I never wrote it.
Ann Perkins, And I know all of you know how hard she worked to get here.
Ann Perkins," She is the next city councilwoman from the great city of Pawnee, ladies and gentlemen, my best friend in the world, Leslie Knope."
Leslie Knope," The idea behind this campaign was a simple one: That with hard work and positivity, a group of people can make a difference during my term as your city councilor Thank you."
Leslie Knope, I want to focus on your hopes and not your fears.
Leslie Knope, I want to solve problems instead of creating friction.
Leslie Knope, And I will work hard every hour of every day to make Pawnee a better place to live because I love this city.
Leslie Knope," And I know firsthand, how very special the people of this city are."
Leslie Knope," I owe this victory, all of it, to my friends and my supporters."
Leslie Knope, No one achieves anything alone.
Leslie Knope, So let's embark on a new journey together.
Leslie Knope, Let's break out a map.
Leslie Knope," Not the old, out-of-date one that shows where we've been, but a crisp new one that shows where we might go."
Leslie Knope, Let's embark on a new journey together and see where it takes us.
Ann Perkins,"  Tommy! This party was amazing, you're amazing."
Ann Perkins," You are ridiculous, but I like you, and I think that we should date, all of it."
Ann Perkins, Let's do it.
Ann Perkins, Let's date.
Tom Haverford, This is my dream.
Tom Haverford, Nostra-Thomas is happening.
Ann Perkins,Awesome.
Tom Haverford,"Hey, let's move in together."
Ann Perkins, Phhhht! Totally.
Tom Haverford,Really?
Ann Perkins,Yeah.
Tom Haverford," All right, no take-backs when we sober up, little partner."
Ann Perkins," No take-backs, partner."
Ann Perkins, We're cowboys.
Andy Dwyer," Great win, great night."
Andy Dwyer, Great year.
Andy Dwyer, Hot wife.
Andy Dwyer, Jackpot.
Andy Dwyer," Good job, me."
April Ludgate," Oh, my God."
April Ludgate, Babe.
April Ludgate, You know what? Almost everything you wrote on that board as a dream job was some type of police officer.
Andy Dwyer, Yeah.
Andy Dwyer, You ready to go?
April Ludgate," No, listen to me."
Andy Dwyer,Mm-hmm.
April Ludgate,"How does this sound? ""Officer Dwyer, Pawnee PD."""
Leslie Knope,"Guys, we're going to JJ's for victory waffles, and then we're staying up all night talking about our lives and our feelings."
Leslie Knope, Nonnegotiable.
Leslie Knope," Let's go! City council, bitches!"
Ron Swanson,Jerry forgot to vote.
Leslie Knope,"Damn it, Jerry."
,   
,"
                "
,Season: 5 Episode: 01
Leslie Knope,"Washington, D.C."
Leslie Knope,"Take a deep breath, Andy."
Leslie Knope,"I mean, you can practically smell the bills becoming laws."
Andy Dwyer,Yeah.
Leslie Knope,You can taste the sweet sugar of bureaucracy at work.
Andy Dwyer,That building looks like a boob.
Leslie Knope,"Yeah, well, it's not."
Andy Dwyer,"Oh, yeah, I know."
Andy Dwyer,It's the White House.
Leslie Knope,No.
Leslie Knope,It's the Capitol.
Leslie Knope,"My amazing lover, Ben Wyatt, is here working on a congressional campaign."
Leslie Knope,And he took April with him as his intern.
Leslie Knope,"I'm here to visit, but I am also here to work, because I have a very important meeting where I am going to try to get federal funding so we can clean up the Pawnee river."
Leslie Knope,It's a bit of a fixer upper.
Leslie Knope,"Romantic reunions, government meetings, selfguided museum tours I mean, am I living the dream?"
Leslie Knope,I don't know.
Leslie Knope,Did I also just walk past a food truck and buy myself a waffle sundae?
Leslie Knope,Yes.
Leslie Knope,Now take out your guidebook.
Andy Dwyer,"Oh, I didn't bring a guidebook."
Leslie Knope,"Oh, I brought you one."
Andy Dwyer,You did?
Leslie Knope,Yeah.
Andy Dwyer,Thank you.
Leslie Knope,"Now throw it away, 'cause Leslie Knope is your guidebook."
Leslie Knope,I didn't I didn't mean literally.
Leslie Knope,There were some notes in it.
Leslie Knope,"Okay, grab the book, and let's hit the National Mall."
Andy Dwyer,There's a mall?
Andy Dwyer,That's awesome.
Andy Dwyer,I need to get some flipflops.
Donna Meagle,Why are we having a conference room meeting?
Donna Meagle,Leslie's gone.
Chris Traeger,"Ron has taken initiative, and he is leading the meeting."
Ron Swanson,He's not joking.
Ron Swanson,I wanted to let you all know that I will be throwing the annual Parks Department employee appreciation barbecue.
Donna Meagle,You're going to throw the Leslie Knope Employment Enjoyment Summerslam Grill Jam Funsplosion?
Ron Swanson,That's right.
Tom Haverford,"You are gonna oversee the Popsicle eating contest, the slip'n slideathon, the watermelon carving, the gazpacho off, and star in a one woman show about parks rules and regulations?"
