Character,Line,Season,Episode
Leslie Knope,Neve Campbell.,5,15
Donna Meagle,"Oh, boy.",5,15
Leslie Knope,What a great party of five.,5,15
Donna Meagle,"All right, thank you, guys.",5,15
Ben Wyatt,"The point is, I could use someone to help me at the foundation as a part-time assistant but also an idea man.",5,15
Andy Dwyer,Might I suggest Tom? He loves ideas.,5,15
Andy Dwyer,Also a man.,5,15
Ben Wyatt,"What No, Andy, I've already chosen the person.",5,15
Ben Wyatt,And it is not Tom,5,15
Andy Dwyer,Then who is it?,5,15
Andy Dwyer,"Well, he is, uh, sitting right here in this courtyard.",5,15
Andy Dwyer,That guy? Do you even know him?,5,15
Ben Wyatt,"Oh, my God, Andy, it's you.",5,15
Ben Wyatt,I think you may have a knack for charitable giving.,5,15
Ben Wyatt,Will you come work for me? Uh-oh.,5,15
Ben Wyatt,What's happening? Oh.,5,15
,,5,15
,,5,15
,Season: 5 Episode: 16,5,16
Tom Haverford,"RentASwag shareholders: As you can see, your store is hoppin'.",5,16
Tom Haverford,These kids are renting my old clothes like they're going out of style.,5,16
Tom Haverford,Which they never will.,5,16
Donna Meagle,"Yeah, it's a lot of foot traffic, Tommy.",5,16
Donna Meagle,I like it.,5,16
Mona-Lisa Saperstein,"Oh, ""dayyayyam,"" it is kind of a sausage party in here.",5,16
Mona-Lisa Saperstein,"For the record, would hit it, would hit, would hit.",5,16
Mona-Lisa Saperstein,Hard pass.,5,16
Ron Swanson,"Tom, who is this person?",5,16
Tom Haverford,"This is MonaLisa Saperstein, my new sales associate.",5,16
Ben Wyatt,MonaLisa Saperstein?,5,16
Ben Wyatt,Does that mean,5,16
Jean-Ralphio Saperstein,"Oh, yeah she's my sister.",5,16
Jean-Ralphio Saperstein,"My twin sister, from the same mister.",5,16
Jean-Ralphio Saperstein,Thank you so much for hiring MonaLisa.,5,16
Jean-Ralphio Saperstein,It means so much to me.,5,16
Jean-Ralphio Saperstein,"Even though, honestly, she's The wooorst.",5,16
Jean-Ralphio Saperstein,She is the worst person in the world.,5,16
Jean-Ralphio Saperstein,Huge skank.,5,16
Jean-Ralphio Saperstein,Terrible.,5,16
Jean-Ralphio Saperstein,But thank you.,5,16
Jean-Ralphio Saperstein,It means a lot.,5,16
Tom Haverford,Of course.,5,16
Tom Haverford,Got to keep it in the family.,5,16
Ben Wyatt,"Yeah, but does it have to be this family?",5,16
Mona-Lisa Saperstein,"Actually, that reminds me, Bababa boss man I need to leave early today because my shrink got me and him tickets to a Pitbull concert.",5,16
Mona-Lisa Saperstein,And I already committed to that.,5,16
Mona-Lisa Saperstein,"And so if you say that I can't go, it's like you're taking something away from me.",5,16
Tom Haverford,"Um, store's really busy.",5,16
Tom Haverford,I kinda need you to stay.,5,16
Mona-Lisa Saperstein,Mmhmm.,5,16
Mona-Lisa Saperstein,I totally hear you.,5,16
Mona-Lisa Saperstein,"Um, I also don't like what you're saying.",5,16
Mona-Lisa Saperstein,"So if you say no, I will start a fire in the bathroom.",5,16
Tom Haverford,"Okay, I guess you can go.",5,16
Mona-Lisa Saperstein,"Yeah, I know I can.",5,16
Jean-Ralphio Saperstein,"What did I tell you, huh?",5,16
Jean-Ralphio Saperstein,The woooorst.,5,16
Jean-Ralphio Saperstein,She's the worst in the world.,5,16
Jean-Ralphio Saperstein,JeanRalphio.,5,16
Jean-Ralphio Saperstein,How are you?,5,16
Dennis Lerpiss,Hello.,5,16
Dennis Lerpiss,Welcome to Pawnee Videodome.,5,16
Dennis Lerpiss,Today we'll be screening Stanley Kubrick's 1957 classic Paths Of Glory.,5,16
Dennis Lerpiss,It's about three men who refuse to go on a suicide mission and are executed for cowardice.,5,16
Leslie Knope,"Or we could, you know, maybe screen a different movie.",5,16
Leslie Knope,One that's a little bit more upbeat.,5,16
Leslie Knope,Like Finding Nemo or,5,16
Dennis Lerpiss,"I could do, uh, Shoah.",5,16
Leslie Knope,"Okay,Paths Of Glory it is.",5,16
Leslie Knope,This is the Pawnee Videodome.,5,16
Leslie Knope,And we are here because I started a program to help local business.,5,16
Leslie Knope,This is a Pawnee institution.,5,16
Leslie Knope,"This is the place where Perd Hapley shot his movie review show Lights, Camera, Perd.",5,16
Perd Hapley,"It's a heartwarming story, but it's just not believable.",5,16
Perd Hapley,Which is why I give E.T. 1 and a 1/2 stars.,5,16
Leslie Knope,"Andy, it's over.",5,16
Leslie Knope,"Get up, Andy.",5,16
Andy Dwyer,What are you doing?,5,16
Andy Dwyer,What's everybody where are we?,5,16
Dennis Lerpiss,The reason I love that film is that it's really depressing.,5,16
Dennis Lerpiss,"Speaking of which, sadly, next month, Pawnee Videodome will be closing its doors.",5,16
Dennis Lerpiss,Forever.,5,16
Leslie Knope,No!,5,16
Dennis Lerpiss,"For those of you that have attended our screenings, I want to thank you for your patronage, though I wish you would have rented more movies.",5,16
Leslie Knope,"Guys, we have to help out Dennis and his business.",5,16
Leslie Knope,"Everybody rent something, so we can help Dennis.",5,16
Leslie Knope,"Sir, will you rent something?",5,16
Morris,Why would I do that?,5,16
Morris,All movies are online for free.,5,16
Morris,I'm watching Iron Man 2 on my phone right now.,5,16
Leslie Knope,"Okay, you're not helping.",5,16
Leslie Knope,"I, for one, am going to rent Finding Nemo.",5,16
Dennis Lerpiss,"Ooh, we don't carry cartoons.",5,16
Dennis Lerpiss,"But if you want a film about the ocean, we have a documentary about the brutality of Japan's whaling industry.",5,16
Dennis Lerpiss,It's called Tears Of My Blowhole.,5,16
Dennis Lerpiss,And it's it's nauseating.,5,16
Leslie Knope,I'll just buy some red vines.,5,16
Dennis Lerpiss,"Oh, we only have Japanese slime candy and, um, Bulgarian wheat balls.",5,16
Andy Dwyer,"Leslie, seriously, where are we?",5,16
Chris Traeger,All these kids have fathers and mothers who have birthed them and are guiding them through life.,5,16
Ben Wyatt,"Yep, that's how it works.",5,16
Ben Wyatt,How are you feeling?,5,16
Ben Wyatt,Did you make your dadcision yet?,5,16
Chris Traeger,I am 100% certain that I am 0% sure of what I'm going to do.,5,16
Chris Traeger,"Ann Perkins asked me if I would like to donate sperm, so she can have a baby.",5,16
Chris Traeger,It's a battle between my primal desire to bring a child into this world and my paralyzing fear of negatively affecting any living thing.,5,16
Tom Haverford,There's 60 dollars missing from the register.,5,16
Tom Haverford,I think MonaLisa's stealing from me.,5,16
Jean-Ralphio Saperstein,"Yeah, it is absolutely MonaLisa.",5,16
Jean-Ralphio Saperstein,She's a total klepto.,5,16
Jean-Ralphio Saperstein,And nympho and pyro all those things.,5,16
Ben Wyatt,"Okay, as your CFO, I recommend getting rid of her immediately.",5,16
Tom Haverford,I'm throwing a huge cocktail party tomorrow for all my best clients.,5,16
Tom Haverford,I don't have time to find someone new.,5,16
Tom Haverford,This sucks.,5,16
Ben Wyatt,"You know, when I was in high school, we had to spend a week carrying around a sack of flour, pretending it was a kid.",5,16
Ben Wyatt,"Why don't you make Tom your sack of flour, see how it feels to parent him a little?",5,16
Chris Traeger,"Ben, that is literally the greatest idea in human history.",5,16
Jean-Ralphio Saperstein,"I heard ""sack of flour"" and ""high school.""",5,16
Jean-Ralphio Saperstein,Are you dingdongs making fake drugs for sophomores?,5,16
Jean-Ralphio Saperstein,"Because if true, this guy wants in.",5,16
Ann Perkins,"Yeah, just have Mr. Traeger call me when he gets back in.",5,16
Ann Perkins,"Actually, you know what?",5,16
Ann Perkins,Don't tell him that I called.,5,16
Ann Perkins,"Just when he gets there, can you text me and tell me he's back?",5,16
Ann Perkins,You know what?,5,16
Ann Perkins,"Let's just pretend this didn't happen, okay?",5,16
Ann Perkins,This is Jerry Gergich calling.,5,16
Ann Perkins,Bye.,5,16
April Ludgate,I have to tell you a secret.,5,16
April Ludgate,"But if you tell anyone, I will kill you slowly with a giant syringe.",5,16
Ann Perkins,"Good morning, April.",5,16
Ann Perkins,What's your secret?,5,16
April Ludgate,I'm thinking about applying to veterinary school in Bloomington.,5,16
Ann Perkins,"Oh, my God, April, that's great!",5,16
Ann Perkins,Whoa!,5,16
Ann Perkins,Where'd you get that?,5,16
April Ludgate,The Internet.,5,16
April Ludgate,So I really need a letter of recommendation.,5,16
April Ludgate,"And since you work in a hospital, as a janitor",5,16
Ann Perkins,Nurse.,5,16
April Ludgate,I was wondering if maybe you would write one for me?,5,16
Ann Perkins,Really?,5,16
Ann Perkins,"Generally, between us, April always has the upper hand.",5,16
Ann Perkins,And that hand is usually giving me the finger or pouring honey in my purse.,5,16
Ann Perkins,But now I have the upper hand.,5,16
Ann Perkins,And I'm going to use it to crush her Into being nice to me.,5,16
Ann Perkins,I would be happy to write you that letter.,5,16
Ann Perkins,I actually know the guy who runs the veterinary program over there.,5,16
April Ludgate,Because you hooked up with him?,5,16
Ann Perkins,I don't hook up with everyone I know.,5,16
Ann Perkins,"Although, yes, we did hook up.",5,16
Ann Perkins,"But before I write you that letter, you have to spend the next week with me and do everything I say.",5,16
April Ludgate,So I have to be your slave or something?,5,16
Ann Perkins,"No, you have to be my friend.",5,16
April Ludgate,"No, that is so much worse.",5,16
Ann Perkins,Don't do that.,5,16
Leslie Knope,I think I have a plan of how to save your store.,5,16
Leslie Knope,"If we get the Pawnee Historical Society to declare your store as a historical landmark, then you might get enough of a tax break to keep your business afloat.",5,16
Ron Swanson,That sounds like the government meddling in private enterprise.,5,16
Leslie Knope,"Well, Ron, we all know how much you love the free market.",5,16
Leslie Knope,But the Pawnee Videodome is the only place in town where people gather to do something intellectual.,5,16
Leslie Knope,That and the slam poetry nights at Beanie's Coffee.,5,16
Leslie Knope,But I do not count those because those poems do not rhyme.,5,16
Leslie Knope,Anything can be a slam poem if you say it like this.,5,16
Leslie Knope,It's pointless.,5,16
Ron Swanson,This man is a failure.,5,16
Ron Swanson,He is not up to snuff.,5,16
Ron Swanson,"His business is failing, and you're bailing it out.",5,16
Ron Swanson,"This is a bailout, and I don't like it.",5,16
Ron Swanson,And there are some pretty intellectual conversations down at Barrett's Hardware.,5,16
Leslie Knope,"You may get a little heat for this, okay?",5,16
Leslie Knope,So use your money wisely.,5,16
Leslie Knope,Get popular films that people wanna see.,5,16
Dennis Lerpiss,"Like, uh, get the Tarkovsky movies with the subtitles.",5,16
Leslie Knope,No.,5,16
Leslie Knope,Like Pixar.,5,16
Leslie Knope,Reese Witherspoon.,5,16
Leslie Knope,"I know this is gonna hurt, but maybe some Michael Bay.",5,16
Dennis Lerpiss,What?,5,16
Dennis Lerpiss,"No, no.",5,16
Dennis Lerpiss,No.,5,16
Chris Traeger,"Tom, I have something I need to talk to you about.",5,16
Tom Haverford,Do we need to sit like this?,5,16
Chris Traeger,Yes.,5,16
Chris Traeger,MonaLisa's taking advantage of you.,5,16
Chris Traeger,And I'm sure that it's not easy when it's the sister of a dear friend.,5,16
Tom Haverford,"Oh, no, it's not that.",5,16
Tom Haverford,She scares the crap out of me.,5,16
Tom Haverford,I once saw her punch a police horse in the face.,5,16
Chris Traeger,"Speak directly to her and tell her, ""I will not be disrespected.""",5,16
Chris Traeger,You're Tom Haverford.,5,16
Chris Traeger,"You're a smart, successful young man with an adorable, little belly.",5,16
Chris Traeger,Stand up for yourself.,5,16
Tom Haverford,"Yeah, I'll talk to her before the party.",5,16
Tom Haverford,"And if she murders me, tell JeanRalphio to clear my browser history.",5,16
Tom Haverford,"Thanks for the advice, man.",5,16
Chris Traeger,You're welcome.,5,16
Chris Traeger,Son.,5,16
Tom Haverford,What's that?,5,16
Chris Traeger,Nothing.,5,16
Tom Haverford,All right.,5,16
Andy Dwyer,Pawnee Videodome is where I rented my first Bruce Lee movie.,5,16
Andy Dwyer,And my second Bruce Lee movie.,5,16
Andy Dwyer,"And when I was in seventh grade, I went out back in the alley behind the store, and there was a giant hornet's nest.",5,16
Andy Dwyer,"And I threw a rock at it, and it exploded.",5,16
Andy Dwyer,And hornets came out.,5,16
Leslie Knope,Andy,5,16
Andy Dwyer,"The point is, obviously, you do not throw rocks at a hornet's nest.",5,16
Leslie Knope,"And the point is also that the Pawnee Videodome is a place with tremendous community value, where people gather to expand their horizons.",5,16
Leslie Knope,Any other comments here before we Ron?,5,16
Leslie Knope,What are you doing at a city council meeting?,5,16
Leslie Knope,Are you lost?,5,16
Leslie Knope,Are you hurt?,5,16
Ron Swanson,"No, I am here to express an opinion.",5,16
Ron Swanson,This action by Councilwoman Knope is nothing more than a thinly veiled government bailout.,5,16
Ron Swanson,"And I, for one, refuse to let her turn this town into a socialist hellscape.",5,16
Ron Swanson,Allow me to elaborate.,5,16
Ron Swanson,The government should not prop up a failed business.,5,16
Ron Swanson,That would be like giving food to a mortally wounded animal instead of slitting its throat and properly utilizing its meat and pelt.,5,16
Leslie Knope,Please stop talking about wounded meat.,5,16
Leslie Knope,Pawnee needs a place where the community can gather to discuss and appreciate art.,5,16
Leslie Knope,A place where you can rent such films as Cinema Paradiso or Rashomon.,5,16
Ron Swanson,You rented Rashomon?,5,16
Ron Swanson,What was your favorite part of that?,5,16
Leslie Knope,"I haven't rented it, actually, yet.",5,16
Leslie Knope,But I like the idea that there is a place where I could rent Rashomon.,5,16
Morris,"Uh, you can just watch it online, for free, whenever you want.",5,16
Leslie Knope,Bailiff!,5,16
Leslie Knope,"Thank you, Mr. Swanson, for your absurd opinion, which is shared by no one.",5,16
Leslie Knope,"Now, are there any more public comments before we vote?",5,16
Leslie Knope,Mm.,5,16
Extra,How much to rent this jacket?,5,16
Mona-Lisa Saperstein,Oh.,5,16
Mona-Lisa Saperstein,"Curly Sue, that jacket is so ugly.",5,16
Mona-Lisa Saperstein,You should just take it.,5,16
Tom Haverford,"It's 15 for the day, 40 for the week. Thank you.",5,16
Tom Haverford,We appreciate your business.,5,16
Tom Haverford,MonaLisa!,5,16
Tom Haverford,Did you order the champagne for the client party tonight?,5,16
Mona-Lisa Saperstein,"Did I order the what for the what what what, what?",5,16
Mona-Lisa Saperstein,What are you even talking about right now?,5,16
Tom Haverford,"Okay, we need to discuss your work habits.",5,16
Mona-Lisa Saperstein,"Okay, sure, but after I take a quick nap because ecstasy takes forever to leave my system",5,16
Tom Haverford,No.,5,16
Tom Haverford,We're doing this now.,5,16
Tom Haverford,You need to start putting in more of an effort and start respecting my authority around here!,5,16
Mona-Lisa Saperstein,Or else what?,5,16
Tom Haverford,Or else I'll fire you.,5,16
Mona-Lisa Saperstein,What did you just say?,5,16
Tom Haverford,"I said, if you don't shape up, I'll fire you.",5,16
Tom Haverford,Do you understand?,5,16
Mona-Lisa Saperstein,"You are so freaking sexy right now, I could crap my pants.",5,16
Tom Haverford,Ugh.,5,16
Tom Haverford,What are you doing?,5,16
Ann Perkins,"I guess it would have to be Channing Tatum's body, Ryan Gosling's face, and Michael Fassbender's sense of humor.",5,16
Ann Perkins,What about you?,5,16
Ann Perkins,Build your perfect guy.,5,16
April Ludgate,"Um Yao Ming's torso, Napoleon's brain, and The Hunchback of Notre Dame's hunchback.",5,16
April Ludgate,Do you like my nails?,5,16
Ann Perkins,"Even though she hides it underneath layers of sarcasm, resentment, and grumpiness, I know, deep down somewhere, April likes me.",5,16
Ann Perkins,I'm kind of just fracking for friendship.,5,16
Extra,"Gene Strackwell, owner of Strackwell Hardware.",5,16
Extra,Is there a form I need to fill out for the bailout?,5,16
Leslie Knope,We're not bailing anyone out.,5,16
Leslie Knope,Pawnee Videodome is receiving historical landmark status.,5,16
Extra,We've been around way longer than that stupid art house movie bullcrap.,5,16
