Character,Line
Jennifer Barkley," Chris, right? Hi, I'm Jen."
Chris Traeger, Hello.
Jennifer Barkley," You know, there are 30 bedrooms in this house. Bobby's in one, there's a dead guy in another, the rest are free."
Jennifer Barkley, What do you say?
Chris Traeger,Oh! That is very flattering.
Chris Traeger, But you're the opposition campaign manager.
Chris Traeger,I couldn't do that to Leslie.
Jennifer Barkley," Oh, for God's sake, Chris."
Jennifer Barkley, This campaign is over.
Jennifer Barkley, My job is done and so is yours.
Jennifer Barkley, It's just sex.
Jennifer Barkley, I'm very good at it.
Chris Traeger,Okay.
Jennifer Barkley,Great! Let's do it.
Jennifer Barkley," Haven't got all day, honey."
Andy Dwyer, Sewage Joe.
Andy Dwyer," Ben Wyatt fired you for sending pictures of your penis to everyone, and you've come here to ""pie"" him."
Joe From Sewage, Little twerp has it coming.
Andy Dwyer," Oh, dude, I dare you."
Andy Dwyer, Please.
Andy Dwyer, Give me one reason to take you down.
Andy Dwyer," I would love nothing more Oh, [Bleep]."
Andy Dwyer," Ben, sorry."
Extra," All right, let's go."
Andy Dwyer," Oh, I did it!"
Ben Wyatt,Yeah.
Ben Wyatt, Great job.
,   
,"
                "
,Season: 4 Episode: 22
Extra,I will certify the results after all the precints have reported.
Extra,A final tally within 1% would trigger an automatic recount.
Extra,"In the event of an exact tie, the seat is awarded to the male candidate, and the female candidate is put in jail."
Leslie Knope,"Once again, I have to object."
Extra,"I don't think it would hold up in court, but it is city law."
Extra,Any questions?
Ben Wyatt,"Yes, actually."
Ben Wyatt,At the 11th hour the Newports are trying to install these voting machines at several precincts around town.
Ben Wyatt,Watch what happens when I vote for Bobby Newport.
Extra,Good choice.
Extra,Enjoy a voucher for a complimentary Sweetums candy bar.
Jennifer Barkley,Shouldn't we be rewarding our citizens for voting?
Leslie Knope,"I'm never against anyone getting a candy bar, but watch what happens when you vote for me."
Extra,Are you sure?
Extra,Take a second and think it over.
Leslie Knope,Then you have to press it again.
Extra,"To cancel your vote and select someone better, press the Sweetums logo."
Jennifer Barkley,I'm sorry.
Jennifer Barkley,I just don't see the problem.
Leslie Knope,Bobby Newport and I are separated by a razor thin margin.
Leslie Knope,Could go either way.
Leslie Knope,"I've only slept nine hours over the past four days, so I'm right on the verge of a nervous breakdown."
Leslie Knope,This isn't a bagel.
Tom Haverford,Party starts at 7:00 in the historic Jermaine Jackson Ballroom at the Pawnee Supersuites.
Tom Haverford,"It is no longer ""A Pimps n' Hoes"" pajama party."
Tom Haverford,That idea was nixed by a certain uptight nerd who shall remain nameless.
Tom Haverford,"By 10:00, we should know if Leslie won the election, but more importantly, tonight, Ann and I are getting back together."
Ann Perkins,"Oh, right, because of the dream you had?"
Tom Haverford,Last night at approximately 2:30 A.M.
Tom Haverford,I woke up from a dream that felt so real that it had to be a premonition.
Tom Haverford,"Me, Drake, and the Tmobile girl were playing baccarat on a private jet."
Tom Haverford,"Ann Perkins walks up to me, and she says, ""Tommy, tomorrow night, I'm taking you back."
Tom Haverford,""" Then Blue Ivy Carter highfived me and gave me $40 million."
Tom Haverford,It was all so real.
Leslie Knope,The reason why Bobby and I are appearing together is to send the message that everyone should get out and vote no matter who they're voting for.
Bobby Newport,That's right.
Bobby Newport,Another awesome point by Leslie.
Bobby Newport,That's why I'm voting for you.
Bobby Newport,What's so funny?
Leslie Knope,They're laughing at your joke.
Bobby Newport,What joke?
Bobby Newport,I am voting for you.
Leslie Knope,You're not voting for yourself?
Bobby Newport,"Leslie, you can't vote for yourself, I don't think."
Bobby Newport,I'm pretty sure that's illegal.
Leslie Knope,Anything else?
Jennifer Barkley,"Hey, you did an unbelievable job on this campaign, Ben."
Jennifer Barkley,My partners back in Washington think so too.
Ben Wyatt,"Well, Leslie gets the credit."
Ben Wyatt,Not me.
Jennifer Barkley,Look.
Jennifer Barkley,"Your opponent is legendarily stupid and I phoned it in pretty hard, but you have a knack for this."
Jennifer Barkley,I'm running congressman Murray's reelection bid.
Jennifer Barkley,"Ohio, 19."
Jennifer Barkley,I need someone to coordinate out of D.C.
Jennifer Barkley,You want to do it?
Ben Wyatt,"Yeah, that sounds great, but the Pacers called, and they're asking me to be their starting point guard."
Jennifer Barkley,"I'm being serious, Ben."
Ben Wyatt,What?
Ben Wyatt,"What, you trust me with a congressional campaign?"
Ben Wyatt,Is this a trick?
Jennifer Barkley,No.
Jennifer Barkley,This is a job offer.
Jennifer Barkley,Give me your answer soon.
Jennifer Barkley,I need you in Washington in two days.
Bobby Newport,Look at that thing.
Bobby Newport,What is that?
Leslie Knope,Don't touch it.
Chris Traeger,Ann Perkins.
Chris Traeger,Can I ask your advice on something?
Ann Perkins,Sure.
Chris Traeger,"Recently in a moment of weakness, I had sex with Bobby Newport's campaign manager Jennifer Barkley."
Ann Perkins,Seriously?
Chris Traeger,Yes.
Chris Traeger,Several times.
Chris Traeger,And then several more times.
Chris Traeger,And then a couple more times.
Chris Traeger,And then one more time.
Ann Perkins,How long has this been going on?
Chris Traeger,"Oh, it was just last night."
Chris Traeger,"Now, I know it's a one night stand and that she's leaving town, but our ferocious sexual decathlon did radically improve my mood."
Chris Traeger,And I kind of like to see her again before she leaves.
Chris Traeger,Good idea?
Chris Traeger,Bad idea?
Ann Perkins,I don't know.
Ann Perkins,"I guess the campaign's over, so I suppose it couldn't hurt."
Chris Traeger,Ann Perkins.
Andy Dwyer,April!
Andy Dwyer,Got your message.
Andy Dwyer,Where are you?
April Ludgate,Under the table.
Andy Dwyer,Why are you hiding?
Andy Dwyer,Should I hide too?
Andy Dwyer,What's going on?
April Ludgate,"I was supposed to copy all the department files onto a thumb drive, and it kept freezing, and I got annoyed, and I don't know what happened, but all the files are gone on every computer."
April Ludgate,They're all gone.
April Ludgate,"Babe, they're all gone."
Andy Dwyer,"Okay, okay."
Andy Dwyer,Calm down.
Andy Dwyer,"First of all, you did the right thing by hiding under this table."
Andy Dwyer,"Secondly, your man is here."
Andy Dwyer,I'm gonna take care of this for us.
Andy Dwyer,I've been playing Xbox for years.
Andy Dwyer,I'm really good at fixing it when it freezes.
Andy Dwyer,I know exactly what to do.
Andy Dwyer,Try it now.
Leslie Knope,I don't know.
Leslie Knope,I feel like I'm forgetting something.
Leslie Knope,What about my speeches?
Ben Wyatt,Finished both of them last night.
Ben Wyatt,"One if you win, one if you lose."
Leslie Knope,What if I tie?
Leslie Knope,"You need to write a tie speech for me, something about the poetic nature of democracy and how I'm going fight this thing from my prison cell"
Ben Wyatt,"Leslie, relax."
Ben Wyatt,We're done.
Ben Wyatt,All that's left is the waiting.
Ben Wyatt,Okay?
Leslie Knope,What were you talking to Jen about?
Ben Wyatt,"Oh, nothing."
Ben Wyatt,"No, I just yeah, nothing."
Ben Wyatt,She she's nothing.
Ben Wyatt,Nothing.
Ben Wyatt,It's nothing.
Ben Wyatt,"Hey, what's a good place to buy jeans?"
Leslie Knope,You have plenty of jeans.
Leslie Knope,What were you talking about?
Ben Wyatt,Jen offered me a job working on a congressional campaign
Leslie Knope,"Oh, my God, that's amazing."
Ben Wyatt,In Washington.
Leslie Knope,What?
Ben Wyatt,Are you happy or angry?
Leslie Knope,I don't know.
Leslie Knope,I don't know.
Leslie Knope,What did you say?
Leslie Knope,"Did you say, ""yes?"
Ben Wyatt,""" I haven't had a chance to think about it."
Ben Wyatt,"I mean, it sounds amazing, but you know, six months in Washington, D.C."
Ben Wyatt,"Away from you, but you know, we should talk about it."
Leslie Knope,Yeah.
Leslie Knope,We'll just talk about it.
Leslie Knope,"You know, we'll mull it over, we'll look at it from every side."
Leslie Knope,"Et cetera, et cetera."
Leslie Knope,"Just I'm going to go vote, just fulfill a lifelong dream of mine and achieve one of my all time happiest moments real quick, and then we will talk about it."
Ben Wyatt,Cool.
Bobby Newport,"Leslie, I can't figure this thing out."
Bobby Newport,Can you help me?
Leslie Knope,"Yeah, just hang on a second, Bobby."
Bobby Newport,"Ink all over my hands, and the pen thingy came off the chain."
Bobby Newport,I don't get it!
Perd Hapley,"The polls have just closed, and now we're getting results in the race for city council."
Perd Hapley,"With just 1% of the precincts reporting, adult film star Brandi Maxxxx has a commanding lead."
Leslie Knope,"Oh, my God."
Leslie Knope,That's it.
Leslie Knope,"It's not Bobby Newport who's going to beat me, it's Brandi Maxxxx, the porn star."
Leslie Knope,What is this?
Leslie Knope,Italy?
Ann Perkins,"Listen, I know you're stressed out, and I figured you would be, so I took the liberty of arranging a fun little activity for us."
Leslie Knope,You did?
Leslie Knope,Mmhmm.
Leslie Knope,"Oh, Ann."
Leslie Knope,Thank you so much.
Leslie Knope,"I've said this to you before, and I know it makes you uncomfortable"
Ann Perkins,"Oh, boy."
Leslie Knope,"But you're thoughtful, and you're brilliant, and your ambiguous ethnic blend perfectly represents the dream of the American melting pot."
Ann Perkins,"Okay, let's go."
Ron Swanson,"Another, Dana, please and thank you."
Jerry Gergich,"Ron, I handed out 1000 leaflets today."
Jerry Gergich,That is a personal best.
Jerry Gergich,Now I'm off to vote.
Ron Swanson,The polls are closed.
Jerry Gergich,What?
Jerry Gergich,"No, no, no."
Jerry Gergich,I thought that they close at 8:00.
Ron Swanson,6
Jerry Gergich,"Oh, my God."
Jerry Gergich,"Ron, I didn't get to vote for Leslie."
Jerry Gergich,"Oh, my God, what do I do?"
Ron Swanson,Nothing you can do.
Ron Swanson,Except hope Leslie doesn't lose by one vote.
Perd Hapley,and it's razor thin and getting razor thinner.
Jerry Gergich,"Oh, boy."
Jennifer Barkley,No.
Jennifer Barkley,No.
Chris Traeger,Jen Barkley.
Jennifer Barkley,Hey.
Jennifer Barkley,What are you doing here?
Jennifer Barkley,"That was fun last night, you old screamer."
Chris Traeger,There were moments that I didn't fully understand some of the physical shapes that we were making Mm.
Chris Traeger,But the sensations were amazing.
Chris Traeger,So I just went with it.
Jennifer Barkley,Great.
Chris Traeger,"Well, I thought that we could just talk before you left town if that's okay."
Jennifer Barkley,"No, but there's a supply room over there with a futon."
Chris Traeger,Great.
Jennifer Barkley,Not yet.
Jennifer Barkley,Just wait we're just getting supplies.
Jennifer Barkley,Anybody need anything?
Jennifer Barkley,"Pushpins okay, good."
Andy Dwyer,Please hurry.
Andy Dwyer,I told her it's a matter of life and death.
Andy Dwyer,"Honey, Donna's been here forever."
Andy Dwyer,She's going to know what to do.
April Ludgate,What if she doesn't?
April Ludgate,I could get fired.
April Ludgate,"Or even worse, Leslie might give me a lecture on responsibility again, I can't do it."
Andy Dwyer,"I'll tell you what, honey."
Andy Dwyer,Here's the deal.
Andy Dwyer,"You get fired, I'll quit."
Andy Dwyer,We'll leave together.
Andy Dwyer,I'm serious.
Andy Dwyer,Move to a new city.
Andy Dwyer,"Change our names, burn our fingertips off with acid, swap faces."
April Ludgate,What?
Andy Dwyer,If we have to.
Ann Perkins,Good.
Ann Perkins,Yes.
Ann Perkins,Nice.
Ann Perkins,Keep punching.
Leslie Knope,Did I hit your boob?
Ann Perkins,No.
Leslie Knope,Sorry.
Ann Perkins,Great form.
Ann Perkins,Maybe.
Ann Perkins,I have no idea actually.
Ann Perkins,I don't know what I'm doing.
Leslie Knope,Yeah!
Leslie Knope,That was good.
Leslie Knope,I'm exhausted.
Leslie Knope,How long was that?
Ann Perkins,22 seconds.
Leslie Knope,"Boy, that's disappointing."
Ann Perkins,What are you going to do about Ben?
Leslie Knope,I just I've been running for office the entire time we've been dating.
Leslie Knope,We're just about to get our lives back.
Leslie Knope,It would kill me if he left.
Ann Perkins,Then tell him that.
Ann Perkins,Go find him and tell him how you feel.
Ann Perkins,And then the two of you could work it out together.
Leslie Knope,"Election results, Ann."
Leslie Knope,"Ann, Ann, I can't read it."
Ann Perkins,Okay.
Leslie Knope,"Ann, my hands."
Leslie Knope,"My hands, Ann."
Ann Perkins,Here.
Leslie Knope,They're in these round gloves.
Ann Perkins,Here.
Ann Perkins,Okay.
Ann Perkins,20% of the precincts reporting.
Ann Perkins,Bobby Newport is up by 140 votes.
Leslie Knope,Okay.
Leslie Knope,Let's get your hands back up.
Ann Perkins,Okay.
Leslie Knope,Go another eight seconds.
Leslie Knope,"Oh, God, I'm so tired."
